Parliament of South Australia,North Tce,Adelaide,SA,,5000
Parliament of Tasmania,162 Macquarie St,Hobart,TAS,,7000
Parliament of Victoria,Spring St,East Melbourne,VIC,,3002
Parliament of Western Australia,Parliament Pl,West Perth,WA,,6005
Parramatta Court,12 George St,Parramatta,NSW,,2124
Parramatta National Rugby League Club,2 Grose St,Parramatta,NSW,,2150
Parramatta Stadium,O'Connell St,Parramatta,NSW,,2150
Patersons Stadium,Subiaco Rd,Subiaco,WA,,6008
Penrith Court,62-74 Henry St,Penrith,NSW,,2751
Penrith Stadium,Cnr Mulgoa Rd & Ransley St,Penrith,NSW,,2750
Perth Arena,700 Wellington St,Perth,WA,,6000
Perth Children's Court,160 Pier St,Perth,WA,,6000
Perth Convention and Exhibition Centre,21 Mounts Bay Rd,Perth,WA,,6000
Perth Domestic Airport,2 George Wiencke Dr,Perth,WA,,6105
Perth Immigration Detention Centre,Cnr Baker Rd & McComb Rd,Redcliffe,WA,,6104
Perth Immigration Residential Housing,97-99 Kanowna Ave,Redcliffe,WA,,6104
Perth International Airport,Horrie Miller Dr,Perth,WA,,6105
Perth Oval,310 Pier St,Perth,WA,,6000
Pontville Alternative Place of Detention,12 Rifle Range Rd,Pontville,TAS,,7030
Port Adelaide Magistrates Court,260 St. Vincent St,Port Adelaide,SA,,5015
Port Augusta Immigration Residential Housing,Ellis Cl,Port Augusta,SA,,5700
Port Augusta Prison,Highway 1,Stirling North,SA,,5700
Port Lincoln Prison,Pound Lane,Port Lincoln,SA,,5606
Port Phillip Prison,Cnr Doherty Rd and Palmers Rd,Truganina,VIC,,3029
Portland Central Shopping Centre,40-41 Horton St,Port Macquarie,NSW,,2444
Powerhouse Museum,500 Harris St,Ultimo,NSW,,2007
Prince Alfred Park Pool,105 Chalmers St,Sydney,NSW,,2000
Princess Theatre,163 Spring St,Melbourne,VIC,,3000
Pyrmont Fish Markets,Pyrmont Bridge Rd,Pyrmont,NSW,,2009
Qantas Airways,10 Bourke Rd,Mascot,NSW,,2020
QT Hotel,49 Market St,Sydney,NSW,,2000
Queen Elizabeth Oval,80 View St,Bendigo,VIC,,3550
Queen St Mall,12 Queen St,Brisbane,QLD,,4000
Queen Victoria Building,455 George St,Sydney,NSW,,2000
Queensland Art Gallery,Stanley St,South Brisbane,QLD,,4101
Queensland Parliament,George St and Alice St,Brisbane,QLD,,4000
Queensland Performing Arts Centre,Cnr Grey St and Melbourne St,South Bank,QLD,,4101
Queensland University of Technology,George St,Brisbane,QLD,,4001
Queensplaza Shopping Centre,226 Queen St,Brisbane,QLD,,4000
RACV Royal Pines Resort,Ross St,Gold Coast,QLD,,4217
Redcliffe Magistrates Court,193 Redcliffe Parade,Redcliffe,QLD,,4020
Redfern Oval,Chalmers St,Redern,NSW,,2016
Refugee Council of Australia,410 Elizabeth St,Surry Hills,NSW,,2010
Reserve Bank of Australia,65 Martin Pl,Sydney,NSW,,2000
Rhodes Shopping Centre,1 Rider Blvd,Rhodes,NSW,,2138
Risdon Prison Complex,672 East Derwent Hwy,Risdon Vale,TAS,,7016
RMIT University,25 Dawson St,Brunswick,VIC,,3056
RMIT University,Plenty Rd,Bundoora,VIC,,3083
RMIT University,124 La Trobe St,Melbourne,VIC,,3000
Robina Town Centre,19 Robina Town Centre Dr,Robina,QLD,,4230
Rod Laver Arena,Batman Ave,Melbourne,VIC,,3000
Roebourne Regional Prison,Sampson Rd,Roebourne,WA,,6718
Ron Barwick Minimum Security Prison,672 East Derwent Hwy,Risdon Vale,TAS,,7016
Rose Seidler House,71 Clissold Rd,Wahroonga,NSW,,2076
Rosehill Gardens Racecourse,James Ruse Dr,Rosehill,NSW,,2142
Rouse Hill House & Farm,356 Annangrove Rd,Rouse Hill,NSW,,2155
Royal Botanic Gardens,Mrs Macquaries Rd,Sydney,NSW,,2000
Royal Botanic Gardens,Birdwood Avenue,South Yarra,VIC,,3141
Royal Exhibition Building,9 Nicholson St,Carlton,VIC,,3053
Royal Randwick Racecourse,Alison Rd,Randwick,NSW,,2031
Ryde Court,814 Victoria Rd,Ryde,NSW,,2112
Rydges Lakeside Hotel,London Cct,Canberra,ACT,,2600
Rydges Sydney Airport,8 Arrival Court,Sydney,NSW,,2010
S. H. Ervin Gallery,2 Watson Rd,Millers Point,NSW,,2000
Scherger Immigration Detention Centre,Mathawanh Rd,Weipa,QLD,,4874
Sebel-Pier One Hotel,Pier 1 Hickson Rd,Walsh Bay,NSW,,2000
Sharks Stadium,461 Captain Cook Dr,Cronulla,NSW,,2230
Shrine of Remembrance,Birdwood Ave,Melbourne,VIC,,3004
Sidney Myer Music Bowl,Linlithgow Ave,Melbourne,VIC,,3000
Silverwater Men's Correctional Centre,Holker St,Silverwater,NSW,,2128
Silverwater Women's Correctional Centre,Holker St,Silverwater,NSW,,2128
Sir Stamford Hotel,93 Macquarie St,Sydney,NSW,,2000
Skilled Park,Stadium Dr,Robina,QLD,,4226
Sky News Australia,5 Thomas Holt Dr,Macquarie Park,NSW,,2113
Sky Racing & Radio,79 Frenchs Forest Rd,Frenchs Forest,NSW,,2086
Smart Grid Theatrette,19 Honeysuckle Rd,Newcastle,NSW,,2300
Sofitel Sydney,101 Phillip St,Sydney,NSW,,2000
Sotheby's Australia,118-122 Queen St,Woollahra,NSW,,2025
Sotheby's Australia,4 Collins St,Melbourne,VIC,,3000
South Coast Correctional Centre,55 The Links Rd,Nowra Hill,NSW,,2541
Southern Cross University,Hogbin Dr,Coffs Harbour,NSW,,2450
Southern Cross University,Southern Cross Dr,Bilinga,QLD,,4225
Southern Cross University,Military Rd,East Lismore,NSW,,2480
Southern Cross University,117 Macquarie St,Sydney,NSW,,2000
Southern Queensland Correctional Centre,Millers Rd,Spring Creek,QLD,,4343
Southlands Shopping Centre,344 High St,Penrith,NSW,,2750
Southport District Court,Cnr Davenport St &  Hinze St,Southport,QLD,,4215
Southport Magistrates Court,Cnr Davenport St &  Hinze St,Southport,QLD,,4215
St Clair Shopping Centre,155 Bennett Rd,St Clair,NSW,,2330
St Heliers Correctional Centre,Sandy Creek Rd,Muswellbrook,NSW,,2333
St James Rd Court,St James Rd Court,Sydney,NSW,,2000
St Vincent's College,Rockwell Cres,Potts Point,NSW,,2011
Stadium Australia,Edwin Flack Ave,Sydney Olympic Park,NSW,,2127
Starcom MediaVest Group,28 Windmill St,Walsh Bay,NSW,,2000
State Library of New South Wales,Macquarie St,Sydney,NSW,,2000
State Library of Queensland,Stanley Pl,South Brisbane,QLD,,4101
State Library of South Australia,Kintore Ave,Adelaide,SA,,5000
State Library of Tasmania,91 Murray St,Hobart,TAS,,7000
State Library of Victoria,328 Swanston St,Melbourne,VIC,,3000
State Library of Western Australia,Francis St & James St Mall,Perth,WA,,6000
State Parliament,Mitchell St,Darwin,NT,,800
State Theatre,100 St Kilda Rd,Southbank,VIC,,3006
State Theatre,49 Market St,Sydney,NSW,,2000
Strathfield Shopping Plaza,11 The Boulevarde,Strathfield,NSW,,2135
Suncorp Stadium,40 Castlemaine St,Milton,QLD,,4064
Supreme Court,State Sq,Darwin,NT,,800
Supreme Court of NSW,184 Phillip St,Sydney,NSW,,2000
Swinburne University of Technology,12-50 Norton Rd,Mt Dandenong,VIC,,3767
Swinburne University of Technology,John St,Hawthorn,VIC,,3122 ?
Swinburne University of Technology,Melba Ave,Lilydale,VIC,,3140
Swinburne University of Technology,196 Flinders St,Melbourne,VIC,,3000
Swinburne University of Technology,114 High St,Prahran,VIC,,3181
Swinburne University of Technology,369 Stud Rd,Wantirna South,VIC,,3152
Sydney Bus Museum,25 Derbyshire Rd,Leichhardt,NSW,,2040
Sydney Convention and Exhibition Centre,Darling Dr,Darling Harbour,NSW,,2000
Sydney Convention and Exhibition Centre,Darling Dr,Darling Harbour,NSW,,2000
Sydney Cricket Ground,Moore Park Rd,Moore Park,NSW,,2021
Sydney Dance Company,Pier 4 Hickson Rd,Walsh Bay,NSW,,2000
Sydney Domestic Airport,Airport Dr,Sydney,NSW,,2020
Sydney Entertainment Centre,35 Harbour St,Darling Harbour,NSW,,2000
Sydney Harbour Bridge,Bradfield Hwy,Sydney,NSW,,2000
Sydney Immigration Residential Housing,Miowera Rd,Villawood,NSW,,2163
Sydney International Airport,Airport Dr,Sydney,NSW,,2020
Sydney Jewish Museum,148 Darlinghurst Rd,Darlinghurst,NSW,,2010
Sydney Observatory,Watson Rd,The Rocks,NSW,,2000
Sydney Olympic Park Aquatic Centre,Olympic Blvd,Sydney Olympic Park,NSW,,2127
Sydney Opera House,Bennelong Point,Sydney,NSW,,2000
Sydney Showground Stadium,1 Showground Rd,Sydney Olympic Park,NSW,,2127
Sydney Theatre Company,Pier 4 Hickson Rd,Walsh Bay,NSW,,2000
Sydney Tower,100 Market St,Sydney,NSW,,2000
Sydney Tramway Museum,Rawson Ave,Loftus,NSW,,2232
Sydney Writer’s Festival,10 Hickson Rd,Millers Point,NSW,,2000
Symonston Correctional Centre,Mugga Lane,Symonston,ACT,,2609
Tabcorp,5 Bowen Crescent,Melbourne,VIC,,3004
Tabcorp,495 Harris St,Ultimo,NSW,,2007
Tamworth Correctional Centre,Cnr Dean and Johnston St,Tamworth,NSW,,2340
Taronga Zoo,Bradleys Head Rd,Mosman,NSW,,2000
Tarrengower Prison,Cnr Nuggetty Rd and Bridgewater Rd,Maldon,VIC,,3463
The Adelaide Remand Centre,280 Currie St,Adelaide,SA,,5000
The Age,655 Collins St,Docklands,VIC,,3008
The Arts Centre,100 St Kilda Rd,Melbourne,VIC,,3004
The Barracks,61 Petrie Tce,Brisbane,QLD,,4170
The Basement,7 Macquarie Pl,Sydney,NSW,,2000
The Dymocks Building,428 George St,Sydney,NSW,,2000
The Gabba,411 Vulture St,Woolloongabba,QLD,,4102
The Independent Theatre,269 Miller St,North Sydney,NSW,,2060
The Lodge,5 Adelaide St,Deakin,ACT,,2600
The Mint,10 Macquarie St,Sydney,NSW,,2000
The Myer Centre,91 Queen St,Brisbane,QLD,,4000
The National Opal Collection,60 Pitt St,Sydney,NSW,,2000
The New Empire Cinema,327 Bong Bong St,Bowral,NSW,,2576
The Rocks Discovery Museum,2-8 Kendall Ln,Sydney,NSW,,2000
The Royal Thai Embassy,111 Empire Cct,Yarralumla,ACT,,2600
The St Theatre,Childers St,Canberra,ACT,,2601
The Star,80 Pyrmont St,Pyrmont,NSW,,2009
Theatre Royal,108 King St,Sydney,NSW,,2000
Thebarton Theatre,112 Henley Beach Rd,Torrensville,SA,,5031
Tiger Airways,1-5 Grants Road,Melboume,VIC,,3043
Toowong Village Shopping Centre,9 Sherwood Rd,Toowong,QLD,,4066
Top Ryde Shopping Centre,Cnr Devlin St & Blaxland Rd,Ryde,NSW,,2112
Townsville Correctional centre,Dwyer St,Townsville,QLD,,4811
Townsville District Court,31 Walker St,Townsville,QLD,,4810
Townsville Magistrates Court,31 Walker St,Townsville,QLD,,4810
Townsville Supreme Court,31 Walker St,Townsville,QLD,,4810
Universal Magazines,5/06/2008 Byfield St,North Ryde,NSW,,2113
University of Adelaide,North Tce,Adelaide,SA,,5005
University of Ballarat,University Dr,Mt Helen,VIC,,3350
University of Canberra,University Dr,Bruce,ACT,,2617
University of Melbourne,Grattan St,Parkville,VIC,,3010
University of New England,Handel St,Armidale,NSW,,2350
University of New South Wales,Cnr of Oxford St and Greens Rd,Paddington,NSW,,2021
University of New South Wales,Northcott Dr,Campbell,ACT,,2600
University of New South Wales,High St,Kensington,NSW,,2052
University of Newcastle,10 Chittaway Rd,Ourimbah,NSW,,2258
University of Newcastle,University Dr,Callaghan,NSW,,2308
University of Notre Dame,104 BRdway,Chippendale,NSW,,2008
University of Notre Dame,Guy St,Broome,WA,,6725
University of Notre Dame,160 Oxford St,Darlinghurst,NSW,,2010
University of Notre Dame,19 Mouat St,Fremantle,WA,,6160
University of Queensland,Brisbane,St Lucia,QLD,,4072
University of South Australia,Frome Rd,Adelaide,SA,,5000
University of Southern Queensland,West St,Darling Heights,QLD,,4350
University of Sydney,Werombi Rd,Camden,NSW,,2570
University of Sydney,City Rd,Darlington,NSW,,2008
University of Sydney,75 East St,Lidcombe,NSW,,2141
University of Sydney,Mallett St,Camperdown,NSW,,2050
University of Sydney,173-175 Phillip St,Sydney,NSW,,2000
University of Sydney,2 Chalmers St,Surry Hills,NSW,,2010
University of Sydney,Balmain Rd,Rozelle,NSW,,2039
University of Sydney,Corner of Bridge and Macquarie Sts,Sydney,NSW,,2000
University of Tasmania,Churchill Ave,Sandy Bay,TAS,,7005
University of Technology Sydney,15 Broadway,Ultimo,NSW,,2007
University of Technology Sydney,Eton Rd,Lindfield,NSW,,2070
University of the Sunshine Coast,90 Sippy Downs Dr,Sippy,QLD,,4556
University of Western Australia,35 Stirling Hwy,Crawley,WA,,6009
University of Western Sydney,Cnr of Horsley Rd and Bullecourt Ave,Bankstown,NSW,,2200
University of Western Sydney,Eastern Rd,Quakers Hill,NSW,,2763
University of Western Sydney,Cnr of Narellan Rd and Gilchrist Dr,Macarthur,NSW,,2560
University of Western Sydney,Cnr of Bourke St and Londonderry Rd,Richmond,NSW,,2323
University of Western Sydney,Cnr of O’Connell St and Second Ave,Kingswood,NSW,,2340
University of Western Sydney,Cnr of Victoria Rd and James Ruse Dr,Rydalmere,NSW,,2116
University of Western Sydney,Great Western Hwy,Werrington,NSW,,2747
University of Wollongong,Northfields Ave,Wollongong,NSW,,2522
V8 Utes,232 Robina Town Centre,Robina,QLD,,4226
Vaucluse House,Wentworth Rd,Vaucluse,NSW,,2030
Vector Arena,Mahuhu Crescent,Auckland,NZ,,1010
Victoria Hall,179 High St,Fremantle,WA,,6160
Victoria Park Pool,Cnr City Rd & Parramatta Rd,Camperdown,NSW,,2050
Victoria University,300 Flinders St,Melbourne,VIC,,3000
Victoria University,301 Flinders Lane,Melbourne,VIC,,3000
Victoria University,225 King St,Melbourne,VIC,,3000
Victoria University,295 and 283 Queen St,Melbourne,VIC,,3000
Victoria University,Cnr of Nicholson St and Buckley St,Footscray,VIC,,3011
Victoria University,Ballarat Rd,Footscray,VIC,,3011
Victoria University,Rees Rd,Melton South,VIC,,3338
Victoria University,80 Champion Rd,Newport,VIC,,3015
Victoria University,McKechnie St,St Albans,VIC,,3021
Victoria University,460 Ballarat Rd,Sunshine,VIC,,3020
Victoria University,545 Kent  St,Sydney,NSW,,2000
Victoria University,Hoppers Lane,Werribee,VIC,,3030
Villawood Immigration Detention Centre,15 Birmingham Avenue,Villawood,NSW,,2163
Virgin Australia,56 Edmondstone Rd,Bowen Hills,QLD,,4006
Vodafone Hutchinson,"Level 7, 40 Mount St",Sydney,NSW,,2000
WACA Ground,Hale St,East Perth,WA,,6004
Wandoo Reintegration Facility,Cnr Bramanti Rd & Murdoch Dr,Murdoch,WA,,6153
Warner Bros. Movie World,Pacific Motorway,Oxenford,QLD,,4210
Warner Music Australia,39-47 Albany St,Crows Nest,NSW,,2065
Warringah Mall,Old Pittwater Rd,Brookvale,NSW,,2100
Warwick Farm Racecourse,2 Hume Hwy,Warwick Farm,NSW,,2170
Watergardens Town Centre,399 Melton Hwy,Taylor Lakes,VIC,,3038
Wellington Correctional Centre,Mudgee-Goolma Rd,Wellington,NSW,,2820
Wentworth Chambers,180 Phillip St,Sydney,NSW,,2000
Wesley Music Centre,National Cct,Forrest,ACT,,2603
West Kimberley Regional Prison,Lot 500 Derby Hwy,Derby,WA,,6728
Westfield Bondi Junction,500 Oxford St,Bondi Junction,NSW,,2022
Westfield Carindale,1151 Creek Rd,Cardinal,QLD,,4152
Westfield Carousel,1382 Albany Hwy,Perth,WA,,6107
Westfield Chatswood,1 Anderson St,Chastwood,NSW,,2067
Westfield Chermside,Hamilton Rd,Chermside,QLD,,4032
Westfield Doncaster,619 Doncaster Rd,Doncaster,VIC,,3108
Westfield Fountain Gate,Overland Dr,Fountain Gate,VIC,,3805
Westfield Garden City,Kessels Rd,Upper Mt Gravatt,QLD,,4122
Westfield Hornsby,236 Pacific Hwy,Hornsby,NSW,,2077
Westfield Knox,425 Burwood Hwy,Wantirna South,VIC,,3152
Westfield Liverpool,Macquarie St,Liverpool,NSW,,2170
Westfield Marion,297 Diagonal Rd,Oaklands Park,SA,,5046
Westfield Miranda,600 Kingsway,Miranda,NSW,,2228
Westfield Parramatta,159-175 Church St,Parramatta,NSW,,2150
Westfield Southland,1239 Nepean Hwy,Cheltenham,VIC,,3192
Westfield Sydney Shopping Centre,86-100 Market St,Sydney,NSW,,2000
Westfield Tea Tree Plaza,972-976 NE Rd,Modbury,SA,,5092
Westfield Tuggerah,50 Wyong Rd,Tuggerah,NSW,,2259
Westpac,275 Kent St,Sydney,NSW,,2000
Wickham Point Immigration Detention Centre,1235 Channel Island Rd,Wickham Point,NT,,822
WILD LIFE Sydney Zoo,Wheat Rd,Darling Harbour,NSW,,2000
Wintergarden Centre,15 Adelaide St,Brisbane,QLD,,4000
Wollongong Central,174-200 Crown St,Wollongong,NSW,,2500
Wollongong City Gallery,46 Burelli St,Wollongong,NSW,,2500
Wollongong Showground,Cnr Crown St & Harbour St,Wollongong,NSW,,2500
Wolston Correctional centre,Grindle Rd,Wacol,QLD,,4076
Woodford Correctional Centre,Neurum Rd,Woodford,QLD,,4514
Wooroloo Prison Farm,Great Eastern Hwy,Wooroloo,WA,,6558
World Square Shopping Centre,680 George St,Sydney,NSW,,2000
Yahoo,23 Hickson Rd,Walsh Bay,NSW,,2000
Yatala Labour Prison,Peter Brown Dr,Northfield,SA,,5085
Yongah Hill Immigration Detention Centre,Mitchell Ave,Northam,WA,,6401
Youth Court,75 Wright St,Adelaide,SA,,5000
